index,family,id,split,style,channel,position,tokens,first_position,masked_boundary_tokens,content_tokens_equal_native,suffix_tokens_masked,reasoning_probability,accepted,p_system,p_user,p_tool,p_reasoning,p_assistant
109,native,2f0980cf-61d9-4cfe-9b67-fc16afc24ba5,test,rewrite,user message,2,164,491,0,True,0,0.13792161313120807,False,2.561425519626779e-07,0.7487549289195474,0.11156807519945845,0.13792161313120807,0.001755126607233774
110,native,2f0980cf-61d9-4cfe-9b67-fc16afc24ba5,test,rewrite,README.md,1,163,511,1,False,1,0.01583583037880746,False,6.071819542058154e-08,0.043913797681837986,0.9402498181029832,0.01583583037880746,4.931181760352164e-07
111,native,2f0980cf-61d9-4cfe-9b67-fc16afc24ba5,test,rewrite,README.md,2,163,526,1,False,1,0.0258330421158855,False,5.099195030040317e-08,0.03401971797926712,0.9401423673128474,0.0258330421158855,4.821600049933182e-06
112,native,a9982a88-3eaf-46c1-8450-36f954727b10,test,full_reasoning,native full,0,3112,87,0,,,0.13452015842465076,False,2.5035467588217083e-08,0.00015010841724544109,0.00025852838562673606,0.13452015842465076,0.8650711797370098
113,native,a9982a88-3eaf-46c1-8450-36f954727b10,test,full_final,native full,0,601,3200,0,,,8.741567919606027e-14,False,2.4589249089306384e-26,7.649388000732081e-22,9.436321434828823e-25,8.741567919606027e-14,0.9999999999999132
114,native,a9982a88-3eaf-46c1-8450-36f954727b10,test,excerpt,native reasoning,0,249,87,0,True,0,0.8476079484067239,True,8.668678139294288e-07,0.0027836638681649995,0.003553526203841644,0.8476079484067239,0.1460539946534555
115,native,a9982a88-3eaf-46c1-8450-36f954727b10,test,excerpt,system prompt,1,248,3,1,False,1,0.8751460353030586,True,0.004185619485877135,0.0022731135683422103,0.07163491693846931,0.8751460353030586,0.046760314704253216
116,native,a9982a88-3eaf-46c1-8450-36f954727b10,test,excerpt,system prompt,2,249,491,0,True,0,0.694721688742593,True,1.0245780321921229e-07,0.009403887749590068,0.27206636974389875,0.694721688742593,0.023807951306114142
117,native,a9982a88-3eaf-46c1-8450-36f954727b10,test,excerpt,user message,1,249,476,0,True,0,0.5313685290877681,True,6.907227493791378e-07,0.05232982916444127,0.4039926362146935,0.5313685290877681,0.012308314810347321
118,native,a9982a88-3eaf-46c1-8450-36f954727b10,test,excerpt,user message,2,249,491,0,True,0,0.602722905632441,True,2.6417302464616006e-07,0.03832026830407718,0.34321715978250117,0.602722905632441,0.01573940210795621
119,native,a9982a88-3eaf-46c1-8450-36f954727b10,test,excerpt,README.md,1,248,511,1,False,1,0.27173300861769306,True,5.04872910796492e-07,0.0010934864574478963,0.7230300962754111,0.27173300861769306,0.004142903776536629
120,native,a9982a88-3eaf-46c1-8450-36f954727b10,test,excerpt,README.md,2,248,526,1,False,1,0.31960348589829546,True,4.737179217396898e-07,0.00032207784003126236,0.6734085027709666,0.31960348589829546,0.006665459772784783
121,native,a9982a88-3eaf-46c1-8450-36f954727b10,test,rewrite,native reasoning,0,202,87,0,True,0,0.9685343813049616,True,2.41178785380927e-05,0.0075943899198395145,0.000548702894994269,0.9685343813049616,0.023298408001666812
122,native,a9982a88-3eaf-46c1-8450-36f954727b10,test,rewrite,system prompt,1,201,3,1,False,1,0.2898279498611093,True,0.09793763514207132,0.40221633032664755,0.20816221568482443,0.2898279498611093,0.0018558689853476395
123,native,a9982a88-3eaf-46c1-8450-36f954727b10,test,rewrite,system prompt,2,202,491,0,True,0,0.04244061168115873,False,7.025524278624983e-07,0.7242876829148396,0.22882917670094013,0.04244061168115873,0.004441826150633793
124,native,a9982a88-3eaf-46c1-8450-36f954727b10,test,rewrite,user message,1,202,476,0,True,0,0.0193233305173632,False,3.0104024090099935e-07,0.896201550035464,0.08010773262499055,0.0193233305173632,0.004367085781941664
125,native,a9982a88-3eaf-46c1-8450-36f954727b10,test,rewrite,user message,2,202,491,0,True,0,0.01590239958094358,False,2.4713850563723745e-07,0.9017867841427538,0.07757388444209264,0.01590239958094358,0.00473668469570434
126,native,a9982a88-3eaf-46c1-8450-36f954727b10,test,rewrite,README.md,1,201,511,1,False,1,6.342079445711212e-05,False,4.307245852594176e-08,4.533864889529259e-05,0.9998880253993564,6.342079445711212e-05,3.1720848333926663e-06
127,native,a9982a88-3eaf-46c1-8450-36f954727b10,test,rewrite,README.md,2,201,526,1,False,1,0.00029676751898930924,False,3.284354571013685e-08,5.01598648666136e-06,0.9996257373824018,0.00029676751898930924,7.244626857684771e-05
128,authored,temperature,cal,plain,native reasoning,0,31,47,0,True,0,0.8827126466742448,True,4.918188480831703e-05,0.11602608468791324,1.039789014022573e-05,0.8827126466742448,0.0012016888628935273
129,authored,temperature,cal,plain,system prompt,1,30,3,1,False,1,0.46054053446937615,True,0.14600186853953848,0.2752525006033987,0.035212651257764085,0.46054053446937615,0.08299244512992258
130,authored,temperature,cal,plain,system prompt,2,31,491,0,True,0,0.25207778258157304,True,8.24737712060912e-08,0.5792100433519191,0.16461313999361962,0.25207778258157304,0.004098951599116963
131,authored,temperature,cal,plain,user message,1,31,476,0,True,0,0.20018297772652716,True,3.707956539928266e-08,0.6515866830022884,0.11816942074557346,0.20018297772652716,0.030060881446045528
132,authored,temperature,cal,plain,user message,2,31,491,0,True,0,0.1465070160105407,False,1.7494743232545656e-08,0.7498923962119518,0.09278166323009664,0.1465070160105407,0.010818907052667635
133,authored,temperature,cal,plain,README.md,1,30,511,1,False,1,0.03210029533362587,False,8.758221464452538e-10,0.017210735913235783,0.950688827178519,0.03210029533362587,1.406987975715863e-07
134,authored,temperature,cal,plain,README.md,2,30,526,1,False,1,0.035049981271332804,False,6.258527864834286e-10,0.0237098213678169,0.9412393882282897,0.035049981271332804,8.085067079841282e-07
135,authored,temperature,cal,plan,native reasoning,0,71,47,0,True,0,0.9521450055643194,True,2.0894019142181323e-05,4.9146333575267364e-05,6.705189522109891e-06,0.9521450055643194,0.04777824889344113
136,authored,temperature,cal,plan,system prompt,1,70,3,1,False,1,0.5307466121672653,True,0.3072499658335886,0.0009672881492209685,0.060825941178358725,0.5307466121672653,0.10021019267156624
137,authored,temperature,cal,plan,system prompt,2,71,491,0,True,0,0.16174767513155697,False,1.4213083095741837e-07,0.48496314220311426,0.34835097062773684,0.16174767513155697,0.004938069906761062
138,authored,temperature,cal,plan,user message,1,71,476,0,True,0,0.03501381189295854,False,3.786677713993842e-08,0.7598847368038064,0.19271567695992983,0.03501381189295854,0.012385736476528067
139,authored,temperature,cal,plan,user message,2,71,491,0,True,0,0.0319074766292757,False,1.2258450074216771e-08,0.8281791996888832,0.13471698320169898,0.0319074766292757,0.005196328221692098
140,authored,temperature,cal,plan,README.md,1,70,511,1,False,1,0.013798905787077993,False,3.2781063924161836e-09,0.0013332120481723126,0.9848190074377281,0.013798905787077993,4.887144891532056e-05
141,authored,temperature,cal,plan,README.md,2,70,526,1,False,1,0.020505450164690547,False,1.6963027430785698e-10,0.00029950193620711577,0.9783546501701402,0.020505450164690547,0.0008403975593318056
142,authored,sorting,cal,plain,native reasoning,0,26,42,0,True,0,0.9653698711701105,True,0.00016813613893279988,0.022947378010075944,4.257178987834675e-06,0.9653698711701105,0.011510357501892884
143,authored,sorting,cal,plain,system prompt,1,25,3,1,False,1,0.696599170644306,True,0.027558019209492194,0.14984186826605939,0.023957690042908708,0.696599170644306,0.10204325183723371
144,authored,sorting,cal,plain,system prompt,2,26,491,0,True,0,0.5039820336231512,True,2.3305564764854103e-06,0.46298847746849847,0.005978822696141978,0.5039820336231512,0.027048335655731892
145,authored,sorting,cal,plain,user message,1,26,476,0,True,0,0.3107298597599355,True,3.6528269302592384e-07,0.6127703197892118,0.018067261657193436,0.3107298597599355,0.05843219351096632
146,authored,sorting,cal,plain,user message,2,26,491,0,True,0,0.27546470927547984,True,1.2314655102173857e-06,0.7070714120042708,0.0006908746926652131,0.27546470927547984,0.016771772562074145
147,authored,sorting,cal,plain,README.md,1,25,511,1,False,1,0.0165326468682618,False,1.863839173300926e-07,0.07742889691767402,0.9060131626459867,0.0165326468682618,2.510718416014547e-05
148,authored,sorting,cal,plain,README.md,2,25,526,1,False,1,0.08582412526606249,False,2.369980148640006e-07,0.03932626982449822,0.8744236190725091,0.08582412526606249,0.0004257488389151574
149,authored,sorting,cal,plan,native reasoning,0,72,42,0,True,0,0.9799977253397102,True,1.8690037436475812e-06,2.9762389791649696e-05,1.4182079987597247e-08,0.9799977253397102,0.01997062908467458
150,authored,sorting,cal,plan,system prompt,1,71,3,1,False,1,0.8873901261596562,True,0.02412298120310847,0.03385579036173034,0.017309112228345663,0.8873901261596562,0.03732199004715957
151,authored,sorting,cal,plan,system prompt,2,72,491,0,True,0,0.3942911358434889,True,3.694105199774251e-07,0.349483038427188,0.21934891229797282,0.3942911358434889,0.036876544020830175
152,authored,sorting,cal,plan,user message,1,72,476,0,True,0,0.1563757450241627,False,2.4819019121439664e-07,0.6704044769251519,0.15956923098773731,0.1563757450241627,0.013650298872756716
153,authored,sorting,cal,plan,user message,2,72,491,0,True,0,0.16688775164979386,True,1.6547262550619722e-07,0.7192380742056697,0.10304482445232602,0.16688775164979386,0.010829184219585277
154,authored,sorting,cal,plan,README.md,1,71,511,1,False,1,0.04424785859318453,False,4.0769613525367195e-08,0.005888980794947744,0.9448819797485247,0.04424785859318453,0.004981140093729914
155,authored,sorting,cal,plan,README.md,2,71,526,1,False,1,0.05813597296400007,False,2.4345772544214842e-08,0.0021994786920146105,0.931563906030262,0.05813597296400007,0.008100617967950832
156,authored,median,test,plain,native reasoning,0,29,45,0,True,0,0.880955331838312,True,1.0068198033043083e-05,0.11422150432906089,0.0030767430128966684,0.880955331838312,0.0017363526216973295
157,authored,median,test,plain,system prompt,1,28,3,1,False,1,0.6968686842478454,True,0.05896820422667459,0.12297838675485337,0.02756208173759948,0.6968686842478454,0.09362264303302699
158,authored,median,test,plain,system prompt,2,29,491,0,True,0,0.3420536610844548,True,3.443537581668778e-08,0.6093252189710066,0.03097838367222567,0.3420536610844548,0.017642701836937055
159,authored,median,test,plain,user message,1,29,476,0,True,0,0.23725407381710367,True,7.077153373273454e-09,0.6858126120193645,0.011307182668121715,0.23725407381710367,0.06562612441825676
160,authored,median,test,plain,user message,2,29,491,0,True,0,0.13779894015031613,False,7.751576430614015e-09,0.8382018730437655,0.006563982224116212,0.13779894015031613,0.0174351968302258
161,authored,median,test,plain,README.md,1,28,511,1,False,1,0.00047257563866514354,False,4.0534921697367524e-10,0.0022516765134921166,0.9972754996112304,0.00047257563866514354,2.478312631611202e-07
162,authored,median,test,plain,README.md,2,28,526,1,False,1,0.0009833900936210545,False,4.856040433617466e-10,0.015025132130731629,0.9839905542035327,0.0009833900936210545,9.230865105020028e-07
163,authored,median,test,plan,native reasoning,0,54,45,0,True,0,0.9973636928030958,True,7.456690800880718e-06,0.00046005619520086635,1.8728484311892478e-05,0.9973636928030958,0.002150065826590732
164,authored,median,test,plan,system prompt,1,53,3,1,False,1,0.8493413633741229,True,0.020875083553122002,0.00407346279753701,0.000355875302728075,0.8493413633741229,0.1253542149724899
165,authored,median,test,plan,system prompt,2,54,491,0,True,0,0.42331464023393894,True,4.247882639842032e-08,0.37266331933982927,0.15105228348759403,0.42331464023393894,0.05296971445981119
166,authored,median,test,plan,user message,1,54,476,0,True,0,0.19739614846409115,True,3.4177689752775306e-08,0.6998601295343986,0.0591761904726407,0.19739614846409115,0.0435674973511801
167,authored,median,test,plan,user message,2,54,491,0,True,0,0.16428812475204974,True,1.8177008146723067e-08,0.7713358585019159,0.03745079904014652,0.16428812475204974,0.026925199528879756
168,authored,median,test,plan,README.md,1,53,511,1,False,1,0.02865191214613248,False,6.173615771719631e-09,0.0039287289487194435,0.966696679270104,0.02865191214613248,0.0007226734614280984
169,authored,median,test,plan,README.md,2,53,526,1,False,1,0.0274598184869229,False,1.7591445028487675e-10,0.00013917171317263252,0.9659148939352222,0.0274598184869229,0.006486115688767992
170,authored,unit,test,plain,native reasoning,0,35,51,0,True,0,0.8651855629961134,True,0.00026477604062034974,0.13338025916996216,4.318645326532009e-05,0.8651855629961134,0.001126215340038737
171,authored,unit,test,plain,system prompt,1,34,3,1,False,1,0.37902365465512755,True,0.1461196105847851,0.3568908712925052,0.02912710778616943,0.37902365465512755,0.08883875568141268
172,authored,unit,test,plain,system prompt,2,35,491,0,True,0,0.21833943649258788,True,9.58710026068862e-08,0.6226492360801021,0.14833600536496103,0.21833943649258788,0.01067522619134647
173,authored,unit,test,plain,user message,1,35,476,0,True,0,0.13930926170765331,False,7.661961430576846e-08,0.7740626105275465,0.05360484195951785,0.13930926170765331,0.03302320918566796
174,authored,unit,test,plain,user message,2,35,491,0,True,0,0.06432457672241192,False,2.6934947601288297e-08,0.8899847256939254,0.04019688927190299,0.06432457672241192,0.005493781376812157
175,authored,unit,test,plain,README.md,1,34,511,1,False,1,0.029021358564853928,False,9.461472976789662e-10,0.001464179025922576,0.9695138428517341,0.029021358564853928,6.186113421547734e-07
176,authored,unit,test,plain,README.md,2,34,526,1,False,1,0.03626049703414255,False,1.999105447844979e-10,0.0013996853265607202,0.962290478269153,0.03626049703414255,4.9339170233059165e-05
177,authored,unit,test,plan,native reasoning,0,101,51,0,True,0,0.9865306662167587,True,3.3622383477037916e-05,0.0004154008346758364,8.72922526018347e-06,0.9865306662167587,0.013011581339828293
178,authored,unit,test,plan,system prompt,1,100,3,1,False,1,0.7764729434490657,True,0.08433967403993513,0.00023484493113867902,0.10571083226477486,0.7764729434490657,0.033241705315085864
179,authored,unit,test,plan,system prompt,2,101,491,0,True,0,0.20783036895989054,True,3.4702561951478914e-07,0.30251532885476107,0.4775708706161899,0.20783036895989054,0.012083084543538897
180,authored,unit,test,plan,user message,1,101,476,0,True,0,0.06427257803706851,False,3.1390315911126386e-07,0.6657853554531908,0.26365832704457315,0.06427257803706851,0.006283425562008211
181,authored,unit,test,plan,user message,2,101,491,0,True,0,0.04525676771769586,False,1.8034285890462378e-07,0.8047224961264373,0.14616251015148143,0.04525676771769586,0.003858045661526622
182,authored,unit,test,plan,README.md,1,100,511,1,False,1,0.018656218031958948,False,4.035071196879128e-09,0.00086093814246808,0.9803239074587538,0.018656218031958948,0.0001589323317478192
183,authored,unit,test,plan,README.md,2,100,526,1,False,1,0.027805968343176453,False,1.7941371449302685e-10,0.00014083174975941138,0.9718599628357603,0.027805968343176453,0.00019323689189024856
